subject,epoch,min_cluster_size,n_clusters,n_noise
sub-010051,ep04,200,0,1613
sub-010051,ep05,3,3,196
sub-010051,ep05,5,3,1184
sub-010051,ep05,7,2,1219
sub-010051,ep05,8,2,1186
sub-010051,ep05,10,2,1215
sub-010051,ep05,20,2,1264
sub-010051,ep05,30,2,1266
sub-010051,ep05,50,0,1356
sub-010051,ep05,100,0,1356
sub-010051,ep05,150,0,1356
sub-010051,ep05,200,0,1356
sub-010051,ep06,3,5,97
sub-010051,ep06,5,2,759
sub-010051,ep06,7,2,1051
sub-010051,ep06,8,2,1096
sub-010051,ep06,10,2,1088
sub-010051,ep06,20,2,1164
sub-010051,ep06,30,2,1123
sub-010051,ep06,50,0,1256
sub-010051,ep06,100,0,1256
sub-010051,ep06,150,0,1256
sub-010051,ep06,200,0,1256
sub-010052,ep00,3,2,98
sub-010052,ep00,5,5,1202
sub-010052,ep00,7,3,1238
sub-010052,ep00,8,4,1260
sub-010052,ep00,10,3,1279
sub-010052,ep00,20,2,1316
sub-010052,ep00,30,2,1283
sub-010052,ep00,50,0,1368
sub-010052,ep00,100,0,1368
sub-010052,ep00,150,0,1368
sub-010052,ep00,200,0,1368
sub-010052,ep01,3,3,58
sub-010052,ep01,5,2,1007
sub-010052,ep01,7,2,1168
sub-010052,ep01,8,2,1283
sub-010052,ep01,10,0,1378
sub-010052,ep01,20,0,1378
sub-010052,ep01,30,0,1378
sub-010052,ep01,50,0,1378
sub-010052,ep01,100,0,1378
sub-010052,ep01,150,0,1378
sub-010052,ep01,200,0,1378
sub-010052,ep02,3,4,332
sub-010052,ep02,5,10,1250
sub-010052,ep02,7,2,1247
sub-010052,ep02,8,3,1287
sub-010052,ep02,10,2,1304
sub-010052,ep02,20,0,1358
sub-010052,ep02,30,0,1358
sub-010052,ep02,50,0,1358
sub-010052,ep02,100,0,1358
sub-010052,ep02,150,0,1358
sub-010052,ep02,200,0,1358
sub-010052,ep03,3,8,652
sub-010052,ep03,5,2,1981
sub-010052,ep03,7,2,2377
sub-010052,ep03,8,2,2413
sub-010052,ep03,10,2,2490
sub-010052,ep03,20,2,2554
sub-010052,ep03,30,0,2643
sub-010052,ep03,50,0,2643
sub-010052,ep03,100,0,2643
sub-010052,ep03,150,0,2643
sub-010052,ep03,200,0,2643
sub-010052,ep04,3,2,41
sub-010052,ep04,5,12,1342
sub-010052,ep04,7,2,1181
sub-010052,ep04,8,2,1238
sub-010052,ep04,10,2,1364
sub-010052,ep04,20,2,1381
sub-010052,ep04,30,0,1477
sub-010052,ep04,50,0,1477
sub-010052,ep04,100,0,1477
sub-010052,ep04,150,0,1477
sub-010052,ep04,200,0,1477
sub-010052,ep05,3,2,248
sub-010052,ep05,5,2,1365
sub-010052,ep05,7,2,1949
sub-010052,ep05,8,5,2112
sub-010052,ep05,10,4,2199
sub-010052,ep05,20,0,2273
sub-010052,ep05,30,0,2273
sub-010052,ep05,50,0,2273
sub-010052,ep05,100,0,2273
sub-010052,ep05,150,0,2273
sub-010052,ep05,200,0,2273
sub-010052,ep06,3,2,107
sub-010052,ep06,5,2,641
sub-010052,ep06,7,2,918
sub-010052,ep06,8,2,965
sub-010052,ep06,10,2,1132
sub-010052,ep06,20,2,1165
sub-010052,ep06,30,0,1231
sub-010052,ep06,50,0,1231
sub-010052,ep06,100,0,1231
sub-010052,ep06,150,0,1231
sub-010052,ep06,200,0,1231
sub-010053,ep00,3,3,153
sub-010053,ep00,5,2,921
sub-010053,ep00,7,2,1340
sub-010053,ep00,8,2,1338
sub-010053,ep00,10,2,1366
sub-010053,ep00,20,2,1399
sub-010053,ep00,30,0,1441
sub-010053,ep00,50,0,1441
sub-010053,ep00,100,0,1441
sub-010053,ep00,150,0,1441
sub-010053,ep00,200,0,1441
sub-010053,ep01,3,2,167
sub-010053,ep01,5,2,1244
sub-010053,ep01,7,2,1400
sub-010053,ep01,8,2,1411
sub-010053,ep01,10,2,1419
sub-010053,ep01,20,2,1436
sub-010053,ep01,30,0,1508
sub-010053,ep01,50,0,1508
sub-010053,ep01,100,0,1508
sub-010053,ep01,150,0,1508
sub-010053,ep01,200,0,1508
sub-010053,ep02,3,2,62
sub-010053,ep02,5,2,1062
sub-010053,ep02,7,2,1325
sub-010053,ep02,8,2,1336
sub-010053,ep02,10,2,1359
sub-010053,ep02,20,2,1380
sub-010053,ep02,30,0,1475
sub-010053,ep02,50,0,1475
sub-010053,ep02,100,0,1475
sub-010053,ep02,150,0,1475
sub-010053,ep02,200,0,1475
sub-010053,ep03,3,3,139
sub-010053,ep03,5,3,1216
sub-010053,ep03,7,4,1382
sub-010053,ep03,8,4,1411
sub-010053,ep03,10,2,1394
sub-010053,ep03,20,2,1397
sub-010053,ep03,30,0,1467
sub-010053,ep03,50,0,1467
sub-010053,ep03,100,0,1467
sub-010053,ep03,150,0,1467
sub-010053,ep03,200,0,1467
sub-010053,ep04,3,2,87
sub-010053,ep04,5,7,1290
sub-010053,ep04,7,2,1297
sub-010053,ep04,8,2,1334
sub-010053,ep04,10,3,1396
sub-010053,ep04,20,2,1373
sub-010053,ep04,30,0,1452
sub-010053,ep04,50,0,1452
sub-010053,ep04,100,0,1452
sub-010053,ep04,150,0,1452
sub-010053,ep04,200,0,1452
sub-010053,ep05,3,2,154
sub-010053,ep05,5,2,1261
sub-010053,ep05,7,5,1400
sub-010053,ep05,8,2,1390
sub-010053,ep05,10,3,1431
sub-010053,ep05,20,2,1463
sub-010053,ep05,30,0,1519
sub-010053,ep05,50,0,1519
sub-010053,ep05,100,0,1519
sub-010053,ep05,150,0,1519
sub-010053,ep05,200,0,1519
sub-010053,ep06,3,2,41
sub-010053,ep06,5,4,1198
sub-010053,ep06,7,2,1273
sub-010053,ep06,8,2,1252
sub-010053,ep06,10,2,1276
sub-010053,ep06,20,2,1293
sub-010053,ep06,30,0,1362
sub-010053,ep06,50,0,1362
sub-010053,ep06,100,0,1362
sub-010053,ep06,150,0,1362
sub-010053,ep06,200,0,1362
sub-010056,ep00,3,2,122
sub-010056,ep00,5,5,1311
sub-010056,ep00,7,2,1323
sub-010056,ep00,8,2,1343
sub-010056,ep00,10,2,1347
sub-010056,ep00,20,0,1477
sub-010056,ep00,30,0,1477
sub-010056,ep00,50,0,1477
sub-010056,ep00,100,0,1477
sub-010056,ep00,150,0,1477
sub-010056,ep00,200,0,1477
sub-010056,ep01,3,2,45
sub-010056,ep01,5,8,1670
sub-010056,ep01,7,4,1696
sub-010056,ep01,8,3,1709
sub-010056,ep01,10,2,1726
sub-010056,ep01,20,2,1731
sub-010056,ep01,30,0,1817
sub-010056,ep01,50,0,1817
sub-010056,ep01,100,0,1817
sub-010056,ep01,150,0,1817
sub-010056,ep01,200,0,1817
sub-010056,ep02,3,3,204
sub-010056,ep02,5,6,1514
sub-010056,ep02,7,5,1579
sub-010056,ep02,8,3,1601
sub-010056,ep02,10,3,1599
sub-010056,ep02,20,0,1748
sub-010056,ep02,30,0,1748
sub-010056,ep02,50,0,1748
sub-010056,ep02,100,0,1748
sub-010056,ep02,150,0,1748
sub-010056,ep02,200,0,1748
sub-010056,ep03,3,2,72
sub-010056,ep03,5,2,806
sub-010056,ep03,7,2,1257
sub-010056,ep03,8,2,1345
sub-010056,ep03,10,2,1347
sub-010056,ep03,20,0,1452
sub-010056,ep03,30,0,1452
sub-010056,ep03,50,0,1452
sub-010056,ep03,100,0,1452
sub-010056,ep03,150,0,1452
sub-010056,ep03,200,0,1452
sub-010056,ep04,3,2,90
sub-010056,ep04,5,2,1019
sub-010056,ep04,7,3,1526
sub-010056,ep04,8,3,1526
sub-010056,ep04,10,4,1531
sub-010056,ep04,20,0,1636
sub-010056,ep04,30,0,1636
sub-010056,ep04,50,0,1636
sub-010056,ep04,100,0,1636
sub-010056,ep04,150,0,1636
sub-010056,ep04,200,0,1636
sub-010056,ep05,3,2,106
sub-010056,ep05,5,2,1267
sub-010056,ep05,7,2,1309
sub-010056,ep05,8,2,1351
sub-010056,ep05,10,2,1321
sub-010056,ep05,20,2,1338
sub-010056,ep05,30,0,1439
sub-010056,ep05,50,0,1439
sub-010056,ep05,100,0,1439
sub-010056,ep05,150,0,1439
sub-010056,ep05,200,0,1439
sub-010056,ep06,3,2,165
sub-010056,ep06,5,6,1192
sub-010056,ep06,7,2,1220
sub-010056,ep06,8,2,1228
sub-010056,ep06,10,2,1292
sub-010056,ep06,20,2,1318
sub-010056,ep06,30,0,1389
sub-010056,ep06,50,0,1389
sub-010056,ep06,100,0,1389
sub-010056,ep06,150,0,1389
sub-010056,ep06,200,0,1389
sub-010059,ep00,3,4,222
sub-010059,ep00,5,2,190
sub-010059,ep00,7,3,1471
sub-010059,ep00,8,2,1433
sub-010059,ep00,10,2,1453
sub-010059,ep00,20,2,1536
sub-010059,ep00,30,2,1538
sub-010059,ep00,50,0,1638
sub-010059,ep00,100,0,1638
sub-010059,ep00,150,0,1638
sub-010059,ep00,200,0,1638
sub-010059,ep01,3,3,90
sub-010059,ep01,5,2,1326
sub-010059,ep01,7,3,1431
sub-010059,ep01,8,3,1383
sub-010059,ep01,10,2,1361
sub-010059,ep01,20,2,1437
sub-010059,ep01,30,2,1534
sub-010059,ep01,50,2,1517
sub-010059,ep01,100,0,1674
sub-010059,ep01,150,0,1674
sub-010059,ep01,200,0,1674
sub-010059,ep02,3,2,32
sub-010059,ep02,5,2,1284
sub-010059,ep02,7,4,1621
sub-010059,ep02,8,4,1638
sub-010059,ep02,10,2,1621
sub-010059,ep02,20,2,1608
sub-010059,ep02,30,2,1621
sub-010059,ep02,50,0,1726
sub-010059,ep02,100,0,1726
sub-010059,ep02,150,0,1726
sub-010059,ep02,200,0,1726
sub-010059,ep03,3,3,71
sub-010059,ep03,5,2,1291
sub-010059,ep03,7,2,1247
sub-010059,ep03,8,3,1525
sub-010059,ep03,10,2,1498
sub-010059,ep03,20,2,1532
sub-010059,ep03,30,0,1637
sub-010059,ep03,50,0,1637
sub-010059,ep03,100,0,1637
sub-010059,ep03,150,0,1637
sub-010059,ep03,200,0,1637
sub-010059,ep04,3,4,92
sub-010059,ep04,5,3,1229
sub-010059,ep04,7,2,1246
sub-010059,ep04,8,2,1439
sub-010059,ep04,10,2,1465
sub-010059,ep04,20,0,1617
sub-010059,ep04,30,0,1617
sub-010059,ep04,50,0,1617
sub-010059,ep04,100,0,1617
sub-010059,ep04,150,0,1617
sub-010059,ep04,200,0,1617
sub-010059,ep05,3,3,42
sub-010059,ep05,5,2,1352
sub-010059,ep05,7,2,1428
sub-010059,ep05,8,2,1464
sub-010059,ep05,10,2,1507
sub-010059,ep05,20,2,1568
sub-010059,ep05,30,0,1658
sub-010059,ep05,50,0,1658
sub-010059,ep05,100,0,1658
sub-010059,ep05,150,0,1658
sub-010059,ep05,200,0,1658
sub-010059,ep06,3,4,64
sub-010059,ep06,5,2,60
sub-010059,ep06,7,2,1388
sub-010059,ep06,8,2,1367
sub-010059,ep06,10,2,1383
sub-010059,ep06,20,2,1412
sub-010059,ep06,30,2,1423
sub-010059,ep06,50,0,1510
sub-010059,ep06,100,0,1510
sub-010059,ep06,150,0,1510
sub-010059,ep06,200,0,1510
sub-010060,ep00,3,14,398
sub-010060,ep00,5,3,371
sub-010060,ep00,7,2,436
sub-010060,ep00,8,2,466
sub-010060,ep00,10,2,501
sub-010060,ep00,20,2,352
sub-010060,ep00,30,2,375
sub-010060,ep00,50,2,452
sub-010060,ep00,100,2,547
sub-010060,ep00,150,2,578
sub-010060,ep00,200,2,633
sub-010060,ep01,3,2,153
sub-010060,ep01,5,3,618
sub-010060,ep01,7,3,730
sub-010060,ep01,8,2,647
sub-010060,ep01,10,2,670
sub-010060,ep01,20,2,902
sub-010060,ep01,30,2,805
sub-010060,ep01,50,2,907
sub-010060,ep01,100,2,774
sub-010060,ep01,150,2,776
sub-010060,ep01,200,2,752
sub-010060,ep02,3,2,29
sub-010060,ep02,5,2,659
sub-010060,ep02,7,2,917
sub-010060,ep02,8,2,968
sub-010060,ep02,10,2,864
sub-010060,ep02,20,2,798
sub-010060,ep02,30,2,767
sub-010060,ep02,50,2,740
sub-010060,ep02,100,2,860
sub-010060,ep02,150,2,804
sub-010060,ep02,200,2,843
sub-010060,ep03,3,3,89
sub-010060,ep03,5,2,751
sub-010060,ep03,7,3,864
sub-010060,ep03,8,2,871
sub-010060,ep03,10,2,945
sub-010060,ep03,20,2,921
sub-010060,ep03,30,2,880
sub-010060,ep03,50,2,831
sub-010060,ep03,100,2,810
sub-010060,ep03,150,2,791
sub-010060,ep03,200,2,728
sub-010060,ep04,3,4,153
sub-010060,ep04,5,2,618
sub-010060,ep04,7,4,1070
sub-010060,ep04,8,3,1052
sub-010060,ep04,10,2,1174
sub-010060,ep04,20,0,1203
sub-010060,ep04,30,0,1203
sub-010060,ep04,50,0,1203
sub-010060,ep04,100,0,1203
sub-010060,ep04,150,0,1203
sub-010060,ep04,200,0,1203
sub-010060,ep05,3,2,201
sub-010060,ep05,5,2,449
sub-010060,ep05,7,2,417
sub-010060,ep05,8,2,348
sub-010060,ep05,10,2,383
sub-010060,ep05,20,2,434
sub-010060,ep05,30,2,438
sub-010060,ep05,50,2,417
sub-010060,ep05,100,2,483
sub-010060,ep05,150,2,520
sub-010060,ep05,200,2,623
sub-010061,ep00,3,4,239
sub-010061,ep00,5,3,1130
sub-010061,ep00,7,2,1398
sub-010061,ep00,8,2,1447
sub-010061,ep00,10,2,1442
sub-010061,ep00,20,2,1587
sub-010061,ep00,30,0,1664
sub-010061,ep00,50,0,1664
sub-010061,ep00,100,0,1664
sub-010061,ep00,150,0,1664
sub-010061,ep00,200,0,1664
sub-010061,ep01,3,2,68
sub-010061,ep01,5,3,1649
sub-010061,ep01,7,2,1889
sub-010061,ep01,8,2,1944
sub-010061,ep01,10,2,1923
sub-010061,ep01,20,2,2047
sub-010061,ep01,30,2,2002
sub-010061,ep01,50,0,2188
sub-010061,ep01,100,0,2188
sub-010061,ep01,150,0,2188
sub-010061,ep01,200,0,2188
sub-010061,ep02,3,2,289
sub-010061,ep02,5,2,758
sub-010061,ep02,7,4,1462
sub-010061,ep02,8,3,1395
sub-010061,ep02,10,2,1457
sub-010061,ep02,20,0,1562
sub-010061,ep02,30,0,1562
sub-010061,ep02,50,0,1562
sub-010061,ep02,100,0,1562
sub-010061,ep02,150,0,1562
sub-010061,ep02,200,0,1562
sub-010061,ep03,3,2,212
sub-010061,ep03,5,2,988
sub-010061,ep03,7,2,1370
sub-010061,ep03,8,2,1366
sub-010061,ep03,10,2,1591
sub-010061,ep03,20,0,1684
sub-010061,ep03,30,0,1684
sub-010061,ep03,50,0,1684
sub-010061,ep03,100,0,1684
sub-010061,ep03,150,0,1684
sub-010061,ep03,200,0,1684
sub-010061,ep04,3,2,242
sub-010061,ep04,5,2,996
sub-010061,ep04,7,2,1677
sub-010061,ep04,8,2,1651
sub-010061,ep04,10,2,1669
sub-010061,ep04,20,2,1676
sub-010061,ep04,30,0,1730
sub-010061,ep04,50,0,1730
sub-010061,ep04,100,0,1730
sub-010061,ep04,150,0,1730
sub-010061,ep04,200,0,1730
sub-010061,ep05,3,3,131
sub-010061,ep05,5,2,1391
sub-010061,ep05,7,2,1939
sub-010061,ep05,8,3,2039
sub-010061,ep05,10,2,2060
sub-010061,ep05,20,0,2119
sub-010061,ep05,30,0,2119
sub-010061,ep05,50,0,2119
sub-010061,ep05,100,0,2119
sub-010061,ep05,150,0,2119
sub-010061,ep05,200,0,2119
sub-010061,ep06,3,2,29
sub-010061,ep06,5,3,828
sub-010061,ep06,7,2,1394
sub-010061,ep06,8,3,1417
sub-010061,ep06,10,2,1390
sub-010061,ep06,20,0,1480
sub-010061,ep06,30,0,1480
sub-010061,ep06,50,0,1480
sub-010061,ep06,100,0,1480
sub-010061,ep06,150,0,1480
sub-010061,ep06,200,0,1480
sub-010062,ep00,3,2,375
sub-010062,ep00,5,7,1046
sub-010062,ep00,7,2,1135
sub-010062,ep00,8,2,1163
sub-010062,ep00,10,0,1305
sub-010062,ep00,20,0,1305
sub-010062,ep00,30,0,1305
sub-010062,ep00,50,0,1305
sub-010062,ep00,100,0,1305
sub-010062,ep00,150,0,1305
sub-010062,ep00,200,0,1305
sub-010062,ep01,3,4,314
sub-010062,ep01,5,2,504
sub-010062,ep01,7,2,1304
sub-010062,ep01,8,2,1305
sub-010062,ep01,10,2,1314
sub-010062,ep01,20,0,1342
sub-010062,ep01,30,0,1342
sub-010062,ep01,50,0,1342
sub-010062,ep01,100,0,1342
sub-010062,ep01,150,0,1342
sub-010062,ep01,200,0,1342
sub-010062,ep02,3,6,384
sub-010062,ep02,5,2,796
sub-010062,ep02,7,2,1045
sub-010062,ep02,8,2,1055
sub-010062,ep02,10,2,1263
sub-010062,ep02,20,0,1310
sub-010062,ep02,30,0,1310
sub-010062,ep02,50,0,1310
sub-010062,ep02,100,0,1310
sub-010062,ep02,150,0,1310
sub-010062,ep02,200,0,1310
sub-010062,ep03,3,2,203
sub-010062,ep03,5,8,1093
sub-010062,ep03,7,2,1150
sub-010062,ep03,8,4,1205
sub-010062,ep03,10,2,1219
sub-010062,ep03,20,2,1194
sub-010062,ep03,30,2,1209
sub-010062,ep03,50,0,1335
sub-010062,ep03,100,0,1335
sub-010062,ep03,150,0,1335
sub-010062,ep03,200,0,1335
sub-010062,ep04,3,2,337
sub-010062,ep04,5,2,421
sub-010062,ep04,7,3,1193
sub-010062,ep04,8,2,1159
sub-010062,ep04,10,2,1155
sub-010062,ep04,20,0,1275
sub-010062,ep04,30,0,1275
sub-010062,ep04,50,0,1275
sub-010062,ep04,100,0,1275
sub-010062,ep04,150,0,1275
sub-010062,ep04,200,0,1275
sub-010062,ep05,3,2,60
sub-010062,ep05,5,3,1224
sub-010062,ep05,7,2,1234
sub-010062,ep05,8,2,1288
sub-010062,ep05,10,2,1298
sub-010062,ep05,20,0,1589
sub-010062,ep05,30,0,1589
sub-010062,ep05,50,0,1589
sub-010062,ep05,100,0,1589
sub-010062,ep05,150,0,1589
sub-010062,ep05,200,0,1589
sub-010062,ep06,3,3,165
sub-010062,ep06,5,2,270
sub-010062,ep06,7,2,1044
sub-010062,ep06,8,2,1124
sub-010062,ep06,10,3,1133
sub-010062,ep06,20,0,1203
sub-010062,ep06,30,0,1203
sub-010062,ep06,50,0,1203
sub-010062,ep06,100,0,1203
sub-010062,ep06,150,0,1203
sub-010062,ep06,200,0,1203
sub-010063,ep00,3,3,86
sub-010063,ep00,5,2,144
sub-010063,ep00,7,3,1203
sub-010063,ep00,8,2,1355
sub-010063,ep00,10,3,1360
sub-010063,ep00,20,2,1363
sub-010063,ep00,30,0,1480
sub-010063,ep00,50,0,1480
sub-010063,ep00,100,0,1480
sub-010063,ep00,150,0,1480
sub-010063,ep00,200,0,1480
sub-010063,ep01,3,2,168
sub-010063,ep01,5,2,369
sub-010063,ep01,7,2,800
sub-010063,ep01,8,2,1921
sub-010063,ep01,10,2,1936
sub-010063,ep01,20,2,1963
sub-010063,ep01,30,2,1936
sub-010063,ep01,50,0,2086
sub-010063,ep01,100,0,2086
sub-010063,ep01,150,0,2086
sub-010063,ep01,200,0,2086
sub-010063,ep02,3,2,41
sub-010063,ep02,5,2,333
sub-010063,ep02,7,2,437
sub-010063,ep02,8,2,818
sub-010063,ep02,10,2,840
sub-010063,ep02,20,0,1343
sub-010063,ep02,30,0,1343
sub-010063,ep02,50,0,1343
sub-010063,ep02,100,0,1343
sub-010063,ep02,150,0,1343
sub-010063,ep02,200,0,1343
sub-010063,ep03,3,4,81
sub-010063,ep03,5,4,996
sub-010063,ep03,7,3,1230
sub-010063,ep03,8,3,1254
sub-010063,ep03,10,3,1262
sub-010063,ep03,20,0,1341
sub-010063,ep03,30,0,1341
sub-010063,ep03,50,0,1341
sub-010063,ep03,100,0,1341
sub-010063,ep03,150,0,1341
sub-010063,ep03,200,0,1341
sub-010063,ep04,3,3,56
sub-010063,ep04,5,2,434
sub-010063,ep04,7,2,923
sub-010063,ep04,8,2,969
sub-010063,ep04,10,2,1321
sub-010063,ep04,20,0,1401
sub-010063,ep04,30,0,1401
sub-010063,ep04,50,0,1401
sub-010063,ep04,100,0,1401
sub-010063,ep04,150,0,1401
sub-010063,ep04,200,0,1401
sub-010063,ep05,3,2,60
sub-010063,ep05,5,9,811
sub-010063,ep05,7,2,430
sub-010063,ep05,8,2,254
sub-010063,ep05,10,2,791
sub-010063,ep05,20,0,1363
sub-010063,ep05,30,0,1363
sub-010063,ep05,50,0,1363
sub-010063,ep05,100,0,1363
sub-010063,ep05,150,0,1363
sub-010063,ep05,200,0,1363
sub-010064,ep00,3,3,39
sub-010064,ep00,5,2,747
sub-010064,ep00,7,3,1184
sub-010064,ep00,8,3,1166
sub-010064,ep00,10,2,1130
sub-010064,ep00,20,2,1199
sub-010064,ep00,30,2,1193
sub-010064,ep00,50,0,1284
sub-010064,ep00,100,0,1284
sub-010064,ep00,150,0,1284
sub-010064,ep00,200,0,1284
sub-010064,ep01,3,2,4
sub-010064,ep01,5,2,1016
sub-010064,ep01,7,4,1192
sub-010064,ep01,8,4,1214
sub-010064,ep01,10,2,1136
sub-010064,ep01,20,2,1196
sub-010064,ep01,30,2,1208
sub-010064,ep01,50,0,1307
sub-010064,ep01,100,0,1307
sub-010064,ep01,150,0,1307
sub-010064,ep01,200,0,1307
sub-010064,ep02,3,2,41
sub-010064,ep02,5,2,1424
sub-010064,ep02,7,5,1927
sub-010064,ep02,8,2,1949
sub-010064,ep02,10,3,1970
sub-010064,ep02,20,0,2030
sub-010064,ep02,30,0,2030
sub-010064,ep02,50,0,2030
sub-010064,ep02,100,0,2030
sub-010064,ep02,150,0,2030
sub-010064,ep02,200,0,2030
sub-010064,ep03,3,3,190
sub-010064,ep03,5,2,391
sub-010064,ep03,7,3,1561
sub-010064,ep03,8,3,1582
sub-010064,ep03,10,2,1550
sub-010064,ep03,20,2,1595
sub-010064,ep03,30,2,1643
sub-010064,ep03,50,2,1610
sub-010064,ep03,100,0,1722
sub-010064,ep03,150,0,1722
sub-010064,ep03,200,0,1722
sub-010064,ep04,3,4,459
sub-010064,ep04,5,3,1192
sub-010064,ep04,7,2,1270
sub-010064,ep04,8,2,1233
sub-010064,ep04,10,2,1354
sub-010064,ep04,20,0,1479
sub-010064,ep04,30,0,1479
sub-010064,ep04,50,0,1479
sub-010064,ep04,100,0,1479
sub-010064,ep04,150,0,1479
sub-010064,ep04,200,0,1479
sub-010064,ep05,3,3,258
sub-010064,ep05,5,2,1039
sub-010064,ep05,7,6,1486
sub-010064,ep05,8,4,1474
sub-010064,ep05,10,2,1459
sub-010064,ep05,20,2,1502
sub-010064,ep05,30,0,1587
sub-010064,ep05,50,0,1587
sub-010064,ep05,100,0,1587
sub-010064,ep05,150,0,1587
sub-010064,ep05,200,0,1587
sub-010064,ep06,3,2,54
sub-010064,ep06,5,2,847
sub-010064,ep06,7,2,1181
sub-010064,ep06,8,2,1201
sub-010064,ep06,10,2,1042
sub-010064,ep06,20,2,1174
sub-010064,ep06,30,0,1256
sub-010064,ep06,50,0,1256
sub-010064,ep06,100,0,1256
sub-010064,ep06,150,0,1256
sub-010064,ep06,200,0,1256
sub-010065,ep00,3,3,283
sub-010065,ep00,5,2,817
sub-010065,ep00,7,2,906
sub-010065,ep00,8,2,852
sub-010065,ep00,10,2,938
sub-010065,ep00,20,2,872
sub-010065,ep00,30,2,956
sub-010065,ep00,50,2,1005
sub-010065,ep00,100,0,1222
sub-010065,ep00,150,0,1222
sub-010065,ep00,200,0,1222
sub-010065,ep01,3,2,138
sub-010065,ep01,5,6,915
sub-010065,ep01,7,3,991
sub-010065,ep01,8,2,968
sub-010065,ep01,10,2,1011
sub-010065,ep01,20,2,1048
sub-010065,ep01,30,2,1064
sub-010065,ep01,50,2,1042
sub-010065,ep01,100,0,1378
sub-010065,ep01,150,0,1378
sub-010065,ep01,200,0,1378
sub-010065,ep02,3,2,68
sub-010065,ep02,5,4,850
sub-010065,ep02,7,3,944
sub-010065,ep02,8,2,978
sub-010065,ep02,10,2,1007
sub-010065,ep02,20,2,1054
sub-010065,ep02,30,2,1056
sub-010065,ep02,50,2,1080
sub-010065,ep02,100,0,1256
sub-010065,ep02,150,0,1256
sub-010065,ep02,200,0,1256
sub-010065,ep03,3,2,86
sub-010065,ep03,5,11,1051
sub-010065,ep03,7,3,933
sub-010065,ep03,8,4,965
sub-010065,ep03,10,3,959
sub-010065,ep03,20,2,988
sub-010065,ep03,30,2,934
sub-010065,ep03,50,2,938
sub-010065,ep03,100,0,1216
sub-010065,ep03,150,0,1216
sub-010065,ep03,200,0,1216
sub-010065,ep04,3,3,146
sub-010065,ep04,5,3,1024
sub-010065,ep04,7,3,1380
sub-010065,ep04,8,2,1325
sub-010065,ep04,10,2,1263
sub-010065,ep04,20,2,1277
sub-010065,ep04,30,2,1270
sub-010065,ep04,50,2,1285
sub-010065,ep04,100,0,1564
sub-010065,ep04,150,0,1564
sub-010065,ep04,200,0,1564
sub-010065,ep05,3,4,435
sub-010065,ep05,5,5,981
sub-010065,ep05,7,5,1478
sub-010065,ep05,8,3,1454
sub-010065,ep05,10,2,1481
sub-010065,ep05,20,2,1449
sub-010065,ep05,30,0,1607
sub-010065,ep05,50,0,1607
sub-010065,ep05,100,0,1607
sub-010065,ep05,150,0,1607
sub-010065,ep05,200,0,1607
sub-010065,ep06,3,2,189
sub-010065,ep06,5,5,901
sub-010065,ep06,7,2,894
sub-010065,ep06,8,3,993
sub-010065,ep06,10,0,1078
sub-010065,ep06,20,2,953
sub-010065,ep06,30,0,1078
sub-010065,ep06,50,0,1078
sub-010065,ep06,100,0,1078
sub-010065,ep06,150,0,1078
sub-010065,ep06,200,0,1078
sub-010066,ep00,3,3,183
sub-010066,ep00,5,2,975
sub-010066,ep00,7,4,1242
sub-010066,ep00,8,2,1278
sub-010066,ep00,10,2,1252
sub-010066,ep00,20,0,1324
sub-010066,ep00,30,0,1324
sub-010066,ep00,50,0,1324
sub-010066,ep00,100,0,1324
sub-010066,ep00,150,0,1324
sub-010066,ep00,200,0,1324
sub-010066,ep01,3,2,61
sub-010066,ep01,5,2,104
sub-010066,ep01,7,2,1163
sub-010066,ep01,8,2,1208
sub-010066,ep01,10,2,1248
sub-010066,ep01,20,2,1267
sub-010066,ep01,30,2,1246
sub-010066,ep01,50,0,1369
sub-010066,ep01,100,0,1369
sub-010066,ep01,150,0,1369
sub-010066,ep01,200,0,1369
sub-010066,ep02,3,2,138
sub-010066,ep02,5,3,874
sub-010066,ep02,7,2,1149
sub-010066,ep02,8,2,1171
sub-010066,ep02,10,2,1262
sub-010066,ep02,20,2,1268
sub-010066,ep02,30,2,1178
sub-010066,ep02,50,2,1162
sub-010066,ep02,100,0,1372
sub-010066,ep02,150,0,1372
sub-010066,ep02,200,0,1372
sub-010066,ep03,3,3,275
sub-010066,ep03,5,2,1061
sub-010066,ep03,7,3,1321
sub-010066,ep03,8,2,1306
sub-010066,ep03,10,2,1303
sub-010066,ep03,20,2,1386
sub-010066,ep03,30,0,1455
sub-010066,ep03,50,0,1455
sub-010066,ep03,100,0,1455
sub-010066,ep03,150,0,1455
sub-010066,ep03,200,0,1455
sub-010066,ep04,3,3,195
sub-010066,ep04,5,10,1297
sub-010066,ep04,7,4,1312
sub-010066,ep04,8,2,1271
sub-010066,ep04,10,2,1282
sub-010066,ep04,20,2,1307
sub-010066,ep04,30,0,1399
sub-010066,ep04,50,0,1399
sub-010066,ep04,100,0,1399
sub-010066,ep04,150,0,1399
sub-010066,ep04,200,0,1399
sub-010066,ep05,3,2,15
sub-010066,ep05,5,2,405
sub-010066,ep05,7,2,1269
sub-010066,ep05,8,3,1303
sub-010066,ep05,10,2,1332
sub-010066,ep05,20,0,1366
sub-010066,ep05,30,0,1366
