subject,epoch,min_cluster_size,n_clusters,n_noise
sub-010202,ep01,150,0,1475
sub-010202,ep01,200,0,1475
sub-010202,ep02,3,2,22
sub-010202,ep02,5,5,1317
sub-010202,ep02,7,3,1376
sub-010202,ep02,8,2,1357
sub-010202,ep02,10,3,1408
sub-010202,ep02,20,2,1459
sub-010202,ep02,30,2,1465
sub-010202,ep02,50,0,1603
sub-010202,ep02,100,0,1603
sub-010202,ep02,150,0,1603
sub-010202,ep02,200,0,1603
sub-010202,ep03,3,2,37
sub-010202,ep03,5,2,1138
sub-010202,ep03,7,5,1408
sub-010202,ep03,8,5,1415
sub-010202,ep03,10,3,1475
sub-010202,ep03,20,2,1548
sub-010202,ep03,30,0,1631
sub-010202,ep03,50,0,1631
sub-010202,ep03,100,0,1631
sub-010202,ep03,150,0,1631
sub-010202,ep03,200,0,1631
sub-010202,ep04,3,5,153
sub-010202,ep04,5,5,1232
sub-010202,ep04,7,3,1202
sub-010202,ep04,8,3,1215
sub-010202,ep04,10,2,1282
sub-010202,ep04,20,2,1304
sub-010202,ep04,30,0,1437
sub-010202,ep04,50,0,1437
sub-010202,ep04,100,0,1437
sub-010202,ep04,150,0,1437
sub-010202,ep04,200,0,1437
sub-010202,ep05,3,2,41
sub-010202,ep05,5,5,1135
sub-010202,ep05,7,2,1204
sub-010202,ep05,8,2,1175
sub-010202,ep05,10,2,1175
sub-010202,ep05,20,2,1228
sub-010202,ep05,30,2,1286
sub-010202,ep05,50,0,1417
sub-010202,ep05,100,0,1417
sub-010202,ep05,150,0,1417
sub-010202,ep05,200,0,1417
sub-010202,ep06,3,2,63
sub-010202,ep06,5,2,881
sub-010202,ep06,7,5,1107
sub-010202,ep06,8,4,1151
sub-010202,ep06,10,3,1110
sub-010202,ep06,20,2,1145
sub-010202,ep06,30,2,1196
sub-010202,ep06,50,2,1207
sub-010202,ep06,100,0,1324
sub-010202,ep06,150,0,1324
sub-010202,ep06,200,0,1324
sub-010204,ep00,3,3,150
sub-010204,ep00,5,2,881
sub-010204,ep00,7,2,1099
sub-010204,ep00,8,2,1120
sub-010204,ep00,10,2,1128
sub-010204,ep00,20,2,1221
sub-010204,ep00,30,2,1307
sub-010204,ep00,50,2,1230
sub-010204,ep00,100,0,1441
sub-010204,ep00,150,0,1441
sub-010204,ep00,200,0,1441
sub-010204,ep01,3,3,32
sub-010204,ep01,5,3,1291
sub-010204,ep01,7,2,1336
sub-010204,ep01,8,2,1377
sub-010204,ep01,10,2,1436
sub-010204,ep01,20,2,1430
sub-010204,ep01,30,0,1569
sub-010204,ep01,50,0,1569
sub-010204,ep01,100,0,1569
sub-010204,ep01,150,0,1569
sub-010204,ep01,200,0,1569
sub-010204,ep02,3,4,274
sub-010204,ep02,5,4,991
sub-010204,ep02,7,2,1637
sub-010204,ep02,8,2,1642
sub-010204,ep02,10,3,1655
sub-010204,ep02,20,0,1696
sub-010204,ep02,30,0,1696
sub-010204,ep02,50,0,1696
sub-010204,ep02,100,0,1696
sub-010204,ep02,150,0,1696
sub-010204,ep02,200,0,1696
sub-010204,ep03,3,4,321
sub-010204,ep03,5,2,1942
sub-010204,ep03,7,2,2146
sub-010204,ep03,8,2,2189
sub-010204,ep03,10,2,2193
sub-010204,ep03,20,2,2198
sub-010204,ep03,30,0,2273
sub-010204,ep03,50,0,2273
sub-010204,ep03,100,0,2273
sub-010204,ep03,150,0,2273
sub-010204,ep03,200,0,2273
sub-010204,ep04,3,2,90
sub-010204,ep04,5,2,416
sub-010204,ep04,7,2,1479
sub-010204,ep04,8,2,1512
sub-010204,ep04,10,2,1546
sub-010204,ep04,20,2,1536
sub-010204,ep04,30,0,1636
sub-010204,ep04,50,0,1636
sub-010204,ep04,100,0,1636
sub-010204,ep04,150,0,1636
sub-010204,ep04,200,0,1636
sub-010204,ep05,3,3,96
sub-010204,ep05,5,4,1062
sub-010204,ep05,7,2,1221
sub-010204,ep05,8,2,1225
sub-010204,ep05,10,2,1218
sub-010204,ep05,20,2,1284
sub-010204,ep05,30,0,1378
sub-010204,ep05,50,0,1378
sub-010204,ep05,100,0,1378
sub-010204,ep05,150,0,1378
sub-010204,ep05,200,0,1378
sub-010204,ep06,3,10,489
sub-010204,ep06,5,4,991
sub-010204,ep06,7,2,1022
sub-010204,ep06,8,2,1240
sub-010204,ep06,10,2,1230
sub-010204,ep06,20,2,1279
sub-010204,ep06,30,0,1320
sub-010204,ep06,50,0,1320
sub-010204,ep06,100,0,1320
sub-010204,ep06,150,0,1320
sub-010204,ep06,200,0,1320
sub-010207,ep00,3,3,455
sub-010207,ep00,5,2,535
sub-010207,ep00,7,2,1153
sub-010207,ep00,8,3,1218
sub-010207,ep00,10,3,1232
sub-010207,ep00,20,2,1272
sub-010207,ep00,30,0,1341
sub-010207,ep00,50,0,1341
sub-010207,ep00,100,0,1341
sub-010207,ep00,150,0,1341
sub-010207,ep00,200,0,1341
sub-010207,ep01,3,7,350
sub-010207,ep01,5,2,353
sub-010207,ep01,7,2,1124
sub-010207,ep01,8,2,1159
sub-010207,ep01,10,2,1157
sub-010207,ep01,20,2,1186
sub-010207,ep01,30,2,1206
sub-010207,ep01,50,0,1315
sub-010207,ep01,100,0,1315
sub-010207,ep01,150,0,1315
sub-010207,ep01,200,0,1315
sub-010207,ep02,3,2,239
sub-010207,ep02,5,2,496
sub-010207,ep02,7,3,1121
sub-010207,ep02,8,3,1178
sub-010207,ep02,10,2,1214
sub-010207,ep02,20,2,1197
sub-010207,ep02,30,0,1318
sub-010207,ep02,50,0,1318
sub-010207,ep02,100,0,1318
sub-010207,ep02,150,0,1318
sub-010207,ep02,200,0,1318
sub-010207,ep03,3,3,284
sub-010207,ep03,5,2,984
sub-010207,ep03,7,2,899
sub-010207,ep03,8,3,1250
sub-010207,ep03,10,2,1218
sub-010207,ep03,20,2,1185
sub-010207,ep03,30,0,1286
sub-010207,ep03,50,0,1286
sub-010207,ep03,100,0,1286
sub-010207,ep03,150,0,1286
sub-010207,ep03,200,0,1286
sub-010207,ep04,3,2,133
sub-010207,ep04,5,6,1119
sub-010207,ep04,7,4,1151
sub-010207,ep04,8,2,1166
sub-010207,ep04,10,2,1178
sub-010207,ep04,20,2,1201
sub-010207,ep04,30,0,1271
sub-010207,ep04,50,0,1271
sub-010207,ep04,100,0,1271
sub-010207,ep04,150,0,1271
sub-010207,ep04,200,0,1271
sub-010207,ep05,3,2,25
sub-010207,ep05,5,3,1112
sub-010207,ep05,7,2,1224
sub-010207,ep05,8,2,1220
sub-010207,ep05,10,2,1296
sub-010207,ep05,20,0,1372
sub-010207,ep05,30,0,1372
sub-010207,ep05,50,0,1372
sub-010207,ep05,100,0,1372
sub-010207,ep05,150,0,1372
sub-010207,ep05,200,0,1372
sub-010207,ep06,3,3,261
sub-010207,ep06,5,3,876
sub-010207,ep06,7,2,1106
sub-010207,ep06,8,2,1004
sub-010207,ep06,10,2,1107
sub-010207,ep06,20,2,1161
sub-010207,ep06,30,0,1243
sub-010207,ep06,50,0,1243
sub-010207,ep06,100,0,1243
sub-010207,ep06,150,0,1243
sub-010207,ep06,200,0,1243
sub-010210,ep00,3,3,54
sub-010210,ep00,5,2,671
sub-010210,ep00,7,4,1335
sub-010210,ep00,8,4,1345
sub-010210,ep00,10,2,1324
sub-010210,ep00,20,2,1336
sub-010210,ep00,30,0,1408
sub-010210,ep00,50,0,1408
sub-010210,ep00,100,0,1408
sub-010210,ep00,150,0,1408
sub-010210,ep00,200,0,1408
sub-010210,ep01,3,8,234
sub-010210,ep01,5,2,975
sub-010210,ep01,7,3,1526
sub-010210,ep01,8,2,1469
sub-010210,ep01,10,2,1450
sub-010210,ep01,20,2,1551
sub-010210,ep01,30,2,1572
sub-010210,ep01,50,0,1639
sub-010210,ep01,100,0,1639
sub-010210,ep01,150,0,1639
sub-010210,ep01,200,0,1639
sub-010210,ep02,3,4,187
sub-010210,ep02,5,2,1115
sub-010210,ep02,7,3,1641
sub-010210,ep02,8,3,1637
sub-010210,ep02,10,2,1635
sub-010210,ep02,20,2,1645
sub-010210,ep02,30,0,1712
sub-010210,ep02,50,0,1712
sub-010210,ep02,100,0,1712
sub-010210,ep02,150,0,1712
sub-010210,ep02,200,0,1712
sub-010210,ep03,3,9,202
sub-010210,ep03,5,2,1009
sub-010210,ep03,7,3,1334
sub-010210,ep03,8,2,1323
sub-010210,ep03,10,2,1333
sub-010210,ep03,20,2,1320
sub-010210,ep03,30,0,1408
sub-010210,ep03,50,0,1408
sub-010210,ep03,100,0,1408
sub-010210,ep03,150,0,1408
sub-010210,ep03,200,0,1408
sub-010210,ep04,3,2,12
sub-010210,ep04,5,2,423
sub-010210,ep04,7,2,1202
sub-010210,ep04,8,0,1406
sub-010210,ep04,10,0,1406
sub-010210,ep04,20,0,1406
sub-010210,ep04,30,0,1406
sub-010210,ep04,50,0,1406
sub-010210,ep04,100,0,1406
sub-010210,ep04,150,0,1406
sub-010210,ep04,200,0,1406
sub-010210,ep05,3,3,59
sub-010210,ep05,5,2,73
sub-010210,ep05,7,3,1678
sub-010210,ep05,8,2,1520
sub-010210,ep05,10,2,1754
sub-010210,ep05,20,2,1740
sub-010210,ep05,30,2,1823
sub-010210,ep05,50,0,1933
sub-010210,ep05,100,0,1933
sub-010210,ep05,150,0,1933
sub-010210,ep05,200,0,1933
sub-010210,ep06,3,3,133
sub-010210,ep06,5,5,1124
sub-010210,ep06,7,3,1221
sub-010210,ep06,8,3,1217
sub-010210,ep06,10,2,1228
sub-010210,ep06,20,2,1278
sub-010210,ep06,30,2,1284
sub-010210,ep06,50,0,1372
sub-010210,ep06,100,0,1372
sub-010210,ep06,150,0,1372
sub-010210,ep06,200,0,1372
sub-010213,ep00,3,2,58
sub-010213,ep00,5,2,649
sub-010213,ep00,7,2,593
sub-010213,ep00,8,2,616
sub-010213,ep00,10,2,1246
sub-010213,ep00,20,2,1277
sub-010213,ep00,30,0,1337
sub-010213,ep00,50,0,1337
sub-010213,ep00,100,0,1337
sub-010213,ep00,150,0,1337
sub-010213,ep00,200,0,1337
sub-010213,ep01,3,2,272
sub-010213,ep01,5,6,1653
sub-010213,ep01,7,2,1504
sub-010213,ep01,8,2,1626
sub-010213,ep01,10,2,1609
sub-010213,ep01,20,2,1687
sub-010213,ep01,30,2,1661
sub-010213,ep01,50,0,1893
sub-010213,ep01,100,0,1893
sub-010213,ep01,150,0,1893
sub-010213,ep01,200,0,1893
sub-010213,ep02,3,2,170
sub-010213,ep02,5,2,852
sub-010213,ep02,7,3,1256
sub-010213,ep02,8,2,1106
sub-010213,ep02,10,2,1270
sub-010213,ep02,20,2,1248
sub-010213,ep02,30,0,1372
sub-010213,ep02,50,0,1372
sub-010213,ep02,100,0,1372
sub-010213,ep02,150,0,1372
sub-010213,ep02,200,0,1372
sub-010213,ep03,3,2,113
sub-010213,ep03,5,3,718
sub-010213,ep03,7,2,1267
sub-010213,ep03,8,2,1297
sub-010213,ep03,10,2,1353
sub-010213,ep03,20,2,1337
sub-010213,ep03,30,0,1410
sub-010213,ep03,50,0,1410
sub-010213,ep03,100,0,1410
sub-010213,ep03,150,0,1410
sub-010213,ep03,200,0,1410
sub-010213,ep04,3,2,31
sub-010213,ep04,5,2,940
sub-010213,ep04,7,2,1246
sub-010213,ep04,8,2,1260
sub-010213,ep04,10,2,1289
sub-010213,ep04,20,0,1452
sub-010213,ep04,30,0,1452
sub-010213,ep04,50,0,1452
sub-010213,ep04,100,0,1452
sub-010213,ep04,150,0,1452
sub-010213,ep04,200,0,1452
sub-010213,ep05,3,2,244
sub-010213,ep05,5,3,787
sub-010213,ep05,7,4,1132
sub-010213,ep05,8,4,1172
sub-010213,ep05,10,3,1213
sub-010213,ep05,20,0,1368
sub-010213,ep05,30,0,1368
sub-010213,ep05,50,0,1368
sub-010213,ep05,100,0,1368
sub-010213,ep05,150,0,1368
sub-010213,ep05,200,0,1368
sub-010213,ep06,3,2,175
sub-010213,ep06,5,3,843
sub-010213,ep06,7,3,1173
sub-010213,ep06,8,2,1163
sub-010213,ep06,10,0,1234
sub-010213,ep06,20,0,1234
sub-010213,ep06,30,0,1234
sub-010213,ep06,50,0,1234
sub-010213,ep06,100,0,1234
sub-010213,ep06,150,0,1234
sub-010213,ep06,200,0,1234
sub-010214,ep00,3,2,206
sub-010214,ep00,5,5,1222
sub-010214,ep00,7,2,1300
sub-010214,ep00,8,2,1321
sub-010214,ep00,10,2,1412
sub-010214,ep00,20,0,1458
sub-010214,ep00,30,0,1458
sub-010214,ep00,50,0,1458
sub-010214,ep00,100,0,1458
sub-010214,ep00,150,0,1458
sub-010214,ep00,200,0,1458
sub-010214,ep01,3,5,469
sub-010214,ep01,5,9,1374
sub-010214,ep01,7,3,1451
sub-010214,ep01,8,2,1443
sub-010214,ep01,10,2,1422
sub-010214,ep01,20,2,1458
sub-010214,ep01,30,0,1564
sub-010214,ep01,50,0,1564
sub-010214,ep01,100,0,1564
sub-010214,ep01,150,0,1564
sub-010214,ep01,200,0,1564
sub-010214,ep02,3,2,89
sub-010214,ep02,5,6,1593
sub-010214,ep02,7,3,1607
sub-010214,ep02,8,3,1633
sub-010214,ep02,10,3,1665
sub-010214,ep02,20,2,1688
sub-010214,ep02,30,0,1759
sub-010214,ep02,50,0,1759
sub-010214,ep02,100,0,1759
sub-010214,ep02,150,0,1759
sub-010214,ep02,200,0,1759
sub-010214,ep03,3,2,76
sub-010214,ep03,5,2,1379
sub-010214,ep03,7,2,1568
sub-010214,ep03,8,3,1583
sub-010214,ep03,10,2,1569
sub-010214,ep03,20,2,1548
sub-010214,ep03,30,0,1696
sub-010214,ep03,50,2,1591
sub-010214,ep03,100,0,1696
sub-010214,ep03,150,0,1696
sub-010214,ep03,200,0,1696
sub-010214,ep04,3,2,347
sub-010214,ep04,5,2,1236
sub-010214,ep04,7,2,1329
sub-010214,ep04,8,2,1358
sub-010214,ep04,10,2,1409
sub-010214,ep04,20,2,1449
sub-010214,ep04,30,2,1467
sub-010214,ep04,50,0,1535
sub-010214,ep04,100,0,1535
sub-010214,ep04,150,0,1535
sub-010214,ep04,200,0,1535
sub-010214,ep05,3,5,289
sub-010214,ep05,5,2,1069
sub-010214,ep05,7,2,1285
sub-010214,ep05,8,2,1468
sub-010214,ep05,10,2,1442
sub-010214,ep05,20,2,1450
sub-010214,ep05,30,2,1462
sub-010214,ep05,50,0,1556
sub-010214,ep05,100,0,1556
sub-010214,ep05,150,0,1556
sub-010214,ep05,200,0,1556
sub-010214,ep06,3,2,121
sub-010214,ep06,5,3,902
sub-010214,ep06,7,2,1264
sub-010214,ep06,8,2,1274
sub-010214,ep06,10,2,1251
sub-010214,ep06,20,2,1289
sub-010214,ep06,30,0,1350
sub-010214,ep06,50,0,1350
sub-010214,ep06,100,0,1350
sub-010214,ep06,150,0,1350
sub-010214,ep06,200,0,1350
sub-010215,ep00,3,3,53
sub-010215,ep00,5,3,1463
sub-010215,ep00,7,2,1507
sub-010215,ep00,8,2,1677
sub-010215,ep00,10,2,1682
sub-010215,ep00,20,0,1763
sub-010215,ep00,30,0,1763
sub-010215,ep00,50,0,1763
sub-010215,ep00,100,0,1763
sub-010215,ep00,150,0,1763
sub-010215,ep00,200,0,1763
sub-010215,ep01,3,8,499
sub-010215,ep01,5,3,1407
sub-010215,ep01,7,2,1490
sub-010215,ep01,8,2,1613
sub-010215,ep01,10,2,1598
sub-010215,ep01,20,2,1607
sub-010215,ep01,30,2,1614
sub-010215,ep01,50,0,1693
sub-010215,ep01,100,0,1693
sub-010215,ep01,150,0,1693
sub-010215,ep01,200,0,1693
sub-010215,ep02,3,3,161
sub-010215,ep02,5,2,1090
sub-010215,ep02,7,3,1580
sub-010215,ep02,8,2,1605
sub-010215,ep02,10,3,1618
sub-010215,ep02,20,0,1704
sub-010215,ep02,30,0,1704
sub-010215,ep02,50,0,1704
sub-010215,ep02,100,0,1704
sub-010215,ep02,150,0,1704
sub-010215,ep02,200,0,1704
sub-010215,ep03,3,2,304
sub-010215,ep03,5,2,1296
sub-010215,ep03,7,2,1812
sub-010215,ep03,8,2,1809
sub-010215,ep03,10,2,1878
sub-010215,ep03,20,2,1912
sub-010215,ep03,30,2,1874
sub-010215,ep03,50,0,2010
sub-010215,ep03,100,0,2010
sub-010215,ep03,150,0,2010
sub-010215,ep03,200,0,2010
sub-010215,ep04,3,2,127
sub-010215,ep04,5,2,1777
sub-010215,ep04,7,3,2299
sub-010215,ep04,8,2,2271
sub-010215,ep04,10,3,2328
sub-010215,ep04,20,2,2346
sub-010215,ep04,30,0,2422
sub-010215,ep04,50,0,2422
sub-010215,ep04,100,0,2422
sub-010215,ep04,150,0,2422
sub-010215,ep04,200,0,2422
sub-010215,ep05,3,2,50
sub-010215,ep05,5,2,1699
sub-010215,ep05,7,3,2242
sub-010215,ep05,8,2,2266
sub-010215,ep05,10,2,2273
sub-010215,ep05,20,2,2294
sub-010215,ep05,30,0,2346
sub-010215,ep05,50,0,2346
sub-010215,ep05,100,0,2346
sub-010215,ep05,150,0,2346
sub-010215,ep05,200,0,2346
sub-010218,ep00,3,2,245
sub-010218,ep00,5,2,953
sub-010218,ep00,7,2,1017
sub-010218,ep00,8,2,1014
sub-010218,ep00,10,2,1000
sub-010218,ep00,20,2,1101
sub-010218,ep00,30,2,1056
sub-010218,ep00,50,2,1192
sub-010218,ep00,100,0,1500
sub-010218,ep00,150,0,1500
sub-010218,ep00,200,0,1500
sub-010218,ep01,3,2,162
sub-010218,ep01,5,5,1169
sub-010218,ep01,7,2,1142
sub-010218,ep01,8,2,1096
sub-010218,ep01,10,2,1176
sub-010218,ep01,20,2,1125
sub-010218,ep01,30,2,1146
sub-010218,ep01,50,2,1161
sub-010218,ep01,100,2,1233
sub-010218,ep01,150,0,1588
sub-010218,ep01,200,0,1588
sub-010218,ep02,3,2,24
sub-010218,ep02,5,5,991
sub-010218,ep02,7,3,1111
sub-010218,ep02,8,2,1131
sub-010218,ep02,10,2,1008
sub-010218,ep02,20,2,1110
sub-010218,ep02,30,2,1050
sub-010218,ep02,50,2,1132
sub-010218,ep02,100,2,1204
sub-010218,ep02,150,0,1661
sub-010218,ep02,200,0,1661
sub-010218,ep03,3,4,198
sub-010218,ep03,5,4,947
sub-010218,ep03,7,2,1046
sub-010218,ep03,8,2,1033
sub-010218,ep03,10,2,974
sub-010218,ep03,20,2,1043
sub-010218,ep03,30,2,1025
sub-010218,ep03,50,2,1130
sub-010218,ep03,100,2,1153
sub-010218,ep03,150,0,1475
sub-010218,ep03,200,0,1475
sub-010218,ep04,3,3,236
sub-010218,ep04,5,2,732
sub-010218,ep04,7,2,886
sub-010218,ep04,8,2,894
sub-010218,ep04,10,2,1004
sub-010218,ep04,20,2,949
sub-010218,ep04,30,2,935
sub-010218,ep04,50,2,906
sub-010218,ep04,100,2,1090
sub-010218,ep04,150,0,1552
sub-010218,ep04,200,0,1552
sub-010218,ep05,3,3,233
sub-010218,ep05,5,4,917
sub-010218,ep05,7,4,1116
sub-010218,ep05,8,2,1068
sub-010218,ep05,10,2,1134
sub-010218,ep05,20,2,1081
sub-010218,ep05,30,2,1151
sub-010218,ep05,50,0,1392
sub-010218,ep05,100,0,1392
sub-010218,ep05,150,0,1392
sub-010218,ep05,200,0,1392
sub-010218,ep06,3,4,310
sub-010218,ep06,5,2,722
sub-010218,ep06,7,2,1048
sub-010218,ep06,8,2,1094
sub-010218,ep06,10,2,1145
sub-010218,ep06,20,2,1121
sub-010218,ep06,30,2,1141
sub-010218,ep06,50,2,1130
sub-010218,ep06,100,0,1342
sub-010218,ep06,150,0,1342
sub-010218,ep06,200,0,1342
sub-010219,ep00,3,2,537
sub-010219,ep00,5,2,587
sub-010219,ep00,7,3,1470
sub-010219,ep00,8,3,1497
sub-010219,ep00,10,2,1502
sub-010219,ep00,20,0,1578
sub-010219,ep00,30,0,1578
sub-010219,ep00,50,0,1578
sub-010219,ep00,100,0,1578
sub-010219,ep00,150,0,1578
sub-010219,ep00,200,0,1578
sub-010219,ep01,3,2,132
sub-010219,ep01,5,2,1555
sub-010219,ep01,7,5,1836
sub-010219,ep01,8,3,1856
sub-010219,ep01,10,2,1879
sub-010219,ep01,20,2,1901
sub-010219,ep01,30,0,1965
sub-010219,ep01,50,0,1965
sub-010219,ep01,100,0,1965
sub-010219,ep01,150,0,1965
sub-010219,ep01,200,0,1965
sub-010219,ep02,3,3,623
sub-010219,ep02,5,4,1594
sub-010219,ep02,7,3,1615
sub-010219,ep02,8,3,1622
sub-010219,ep02,10,3,1658
sub-010219,ep02,20,0,1705
sub-010219,ep02,30,0,1705
sub-010219,ep02,50,0,1705
sub-010219,ep02,100,0,1705
sub-010219,ep02,150,0,1705
sub-010219,ep02,200,0,1705
sub-010219,ep03,3,2,57
sub-010219,ep03,5,6,1569
sub-010219,ep03,7,3,1579
sub-010219,ep03,8,3,1601
sub-010219,ep03,10,3,1599
sub-010219,ep03,20,0,1717
sub-010219,ep03,30,0,1717
sub-010219,ep03,50,0,1717
sub-010219,ep03,100,0,1717
sub-010219,ep03,150,0,1717
sub-010219,ep03,200,0,1717
sub-010219,ep04,3,3,385
sub-010219,ep04,5,2,1650
sub-010219,ep04,7,5,1798
sub-010219,ep04,8,5,1821
sub-010219,ep04,10,3,1813
sub-010219,ep04,20,0,1903
sub-010219,ep04,30,0,1903
sub-010219,ep04,50,0,1903
sub-010219,ep04,100,0,1903
sub-010219,ep04,150,0,1903
sub-010219,ep04,200,0,1903
sub-010219,ep05,3,5,694
sub-010219,ep05,5,2,1080
sub-010219,ep05,7,4,1579
sub-010219,ep05,8,2,1601
sub-010219,ep05,10,2,1608
sub-010219,ep05,20,0,1650
sub-010219,ep05,30,0,1650
sub-010219,ep05,50,0,1650
sub-010219,ep05,100,0,1650
sub-010219,ep05,150,0,1650
sub-010219,ep05,200,0,1650
sub-010219,ep06,3,3,48
sub-010219,ep06,5,2,951
sub-010219,ep06,7,3,1378
sub-010219,ep06,8,2,1383
sub-010219,ep06,10,2,1401
sub-010219,ep06,20,0,1495
sub-010219,ep06,30,0,1495
sub-010219,ep06,50,0,1495
sub-010219,ep06,100,0,1495
sub-010219,ep06,150,0,1495
sub-010219,ep06,200,0,1495
sub-010220,ep00,3,7,389
sub-010220,ep00,5,2,569
sub-010220,ep00,7,3,1019
sub-010220,ep00,8,2,946
sub-010220,ep00,10,2,975
sub-010220,ep00,20,2,969
sub-010220,ep00,30,2,1005
sub-010220,ep00,50,2,949
sub-010220,ep00,100,2,928
sub-010220,ep00,150,0,1437
sub-010220,ep00,200,0,1437
sub-010220,ep01,3,2,44
sub-010220,ep01,5,10,987
sub-010220,ep01,7,2,1092
sub-010220,ep01,8,2,1136
sub-010220,ep01,10,2,1190
sub-010220,ep01,20,0,1334
sub-010220,ep01,30,0,1334
sub-010220,ep01,50,0,1334
sub-010220,ep01,100,0,1334
sub-010220,ep01,150,0,1334
sub-010220,ep01,200,0,1334
sub-010220,ep02,3,9,237
sub-010220,ep02,5,3,599
sub-010220,ep02,7,3,664
sub-010220,ep02,8,2,722
sub-010220,ep02,10,2,1180
sub-010220,ep02,20,0,1305
sub-010220,ep02,30,0,1305
sub-010220,ep02,50,0,1305
sub-010220,ep02,100,0,1305
sub-010220,ep02,150,0,1305
sub-010220,ep02,200,0,1305
sub-010220,ep03,3,2,19
sub-010220,ep03,5,7,1018
sub-010220,ep03,7,3,1057
sub-010220,ep03,8,2,928
sub-010220,ep03,10,2,872
sub-010220,ep03,20,2,817
sub-010220,ep03,30,2,842
sub-010220,ep03,50,2,834
sub-010220,ep03,100,0,1284
sub-010220,ep03,150,0,1284
sub-010220,ep03,200,0,1284
sub-010220,ep04,3,3,101
sub-010220,ep04,5,2,152
sub-010220,ep04,7,2,1136
sub-010220,ep04,8,2,1179
sub-010220,ep04,10,2,1157
sub-010220,ep04,20,2,1106
sub-010220,ep04,30,2,1065
sub-010220,ep04,50,2,1136
sub-010220,ep04,100,2,1192
sub-010220,ep04,150,0,1741
sub-010220,ep04,200,0,1741
sub-010220,ep05,3,4,207
sub-010220,ep05,5,3,598
sub-010220,ep05,7,4,1081
sub-010220,ep05,8,3,1059
sub-010220,ep05,10,3,1101
sub-010220,ep05,20,0,1279
sub-010220,ep05,30,0,1279
sub-010220,ep05,50,0,1279
sub-010220,ep05,100,0,1279
sub-010220,ep05,150,0,1279
sub-010220,ep05,200,0,1279
sub-010220,ep06,3,2,47
sub-010220,ep06,5,6,770
sub-010220,ep06,7,2,825
sub-010220,ep06,8,2,821
sub-010220,ep06,10,2,866
sub-010220,ep06,20,2,888
sub-010220,ep06,30,2,953
sub-010220,ep06,50,2,884
sub-010220,ep06,100,0,1168
sub-010220,ep06,150,0,1168
sub-010220,ep06,200,0,1168
sub-010222,ep00,3,2,159
sub-010222,ep00,5,3,1931
sub-010222,ep00,7,4,2098
sub-010222,ep00,8,3,2119
sub-010222,ep00,10,2,2109
sub-010222,ep00,20,2,2129
sub-010222,ep00,30,0,2269
sub-010222,ep00,50,0,2269
sub-010222,ep00,100,0,2269
sub-010222,ep00,150,0,2269
sub-010222,ep00,200,0,2269
sub-010222,ep01,3,11,624
sub-010222,ep01,5,3,845
sub-010222,ep01,7,3,1653
sub-010222,ep01,8,2,1596
sub-010222,ep01,10,2,1594
sub-010222,ep01,20,2,1688
sub-010222,ep01,30,2,1720
sub-010222,ep01,50,0,1825
sub-010222,ep01,100,0,1825
sub-010222,ep01,150,0,1825
sub-010222,ep01,200,0,1825
sub-010222,ep02,3,3,409
sub-010222,ep02,5,2,1232
sub-010222,ep02,7,2,1921
sub-010222,ep02,8,2,1924
sub-010222,ep02,10,2,1974
sub-010222,ep02,20,2,1972
sub-010222,ep02,30,0,2040
sub-010222,ep02,50,0,2040
sub-010222,ep02,100,0,2040
sub-010222,ep02,150,0,2040
sub-010222,ep02,200,0,2040
sub-010222,ep03,3,5,235
sub-010222,ep03,5,2,1179
sub-010222,ep03,7,2,1532
sub-010222,ep03,8,2,1542
sub-010222,ep03,10,2,1624
sub-010222,ep03,20,0,1806
sub-010222,ep03,30,2,1700
sub-010222,ep03,50,0,1806
sub-010222,ep03,100,0,1806
sub-010222,ep03,150,0,1806
sub-010222,ep03,200,0,1806
sub-010222,ep04,3,2,27
sub-010222,ep04,5,2,292
sub-010222,ep04,7,6,1702
sub-010222,ep04,8,3,1709
sub-010222,ep04,10,2,1744
sub-010222,ep04,20,3,1750
sub-010222,ep04,30,0,1820
sub-010222,ep04,50,0,1820
sub-010222,ep04,100,0,1820
sub-010222,ep04,150,0,1820
sub-010222,ep04,200,0,1820
sub-010222,ep05,3,2,162
sub-010222,ep05,5,2,972
sub-010222,ep05,7,2,1692
sub-010222,ep05,8,3,1814
sub-010222,ep05,10,3,1840
sub-010222,ep05,20,0,1890
sub-010222,ep05,30,0,1890
sub-010222,ep05,50,0,1890
sub-010222,ep05,100,0,1890
sub-010222,ep05,150,0,1890
sub-010222,ep05,200,0,1890
sub-010222,ep06,3,2,127
sub-010222,ep06,5,2,1223
sub-010222,ep06,7,2,1494
sub-010222,ep06,8,2,1520
sub-010222,ep06,10,2,1546
sub-010222,ep06,20,2,1538
sub-010222,ep06,30,2,1605
sub-010222,ep06,50,0,1687
sub-010222,ep06,100,0,1687
sub-010222,ep06,150,0,1687
sub-010222,ep06,200,0,1687
sub-010223,ep00,3,3,362
sub-010223,ep00,5,2,733
sub-010223,ep00,7,2,852
sub-010223,ep00,8,3,1500
sub-010223,ep00,10,2,1643
sub-010223,ep00,20,2,1658
sub-010223,ep00,30,0,1735
sub-010223,ep00,50,0,1735
sub-010223,ep00,100,0,1735
sub-010223,ep00,150,0,1735
sub-010223,ep00,200,0,1735
sub-010223,ep01,3,2,103
sub-010223,ep01,5,4,1521
sub-010223,ep01,7,3,1656
